,time_stats.send_recv.min,time_stats.send_recv.max,time_stats.send_recv.mean,time_stats.send_recv.median,time_stats.send_recv.std,rank,num_workers,size,collective,devices_per_node,max_devices_per_node
0,0.016,0.064,0.03466666666666667,0.024,0.020997354330698163,0,2,2048,send_recv,1,8
1,0.022,0.066,0.03733333333333333,0.024,0.02028683207293725,0,2,10240,send_recv,1,8
2,0.025,0.028,0.02666666666666667,0.027,0.0012472191289246467,0,2,18432,send_recv,1,8
3,0.026000000000000002,0.07,0.041,0.027,0.020510160083886883,0,2,26624,send_recv,1,8
4,0.029,0.065,0.043666666666666666,0.037,0.0154344492037203,0,2,34816,send_recv,1,8
5,0.03,0.067,0.049999999999999996,0.053,0.015253414918196736,0,2,43008,send_recv,1,8
6,0.031,0.066,0.042666666666666665,0.031,0.01649915822768611,0,2,51200,send_recv,1,8
7,0.032,0.068,0.044333333333333336,0.033,0.01673983937265296,0,2,59392,send_recv,1,8
8,0.033,0.069,0.04566666666666667,0.035,0.016519348924485158,0,2,67584,send_recv,1,8
9,0.036000000000000004,0.04,0.03766666666666667,0.037,0.0016996731711975941,0,2,75776,send_recv,1,8
10,0.058,0.069,0.06333333333333334,0.063,0.004496912521077348,0,2,83968,send_recv,1,8
11,0.052000000000000005,0.069,0.06266666666666666,0.067,0.007586537784494029,0,2,92160,send_recv,1,8
12,0.055,0.067,0.06233333333333333,0.065,0.0052493385826745415,0,2,100352,send_recv,1,8
13,0.043000000000000003,0.068,0.052333333333333336,0.046,0.01114550233153366,0,2,108544,send_recv,1,8
14,0.041,0.068,0.058,0.065,0.012083045973594574,0,2,116736,send_recv,1,8
15,0.064,0.068,0.06633333333333334,0.067,0.0016996731711975965,0,2,124928,send_recv,1,8
16,0.041,0.068,0.05166666666666667,0.046,0.01172840805717279,0,2,133120,send_recv,1,8
17,0.044,0.068,0.058666666666666666,0.064,0.010498677165349085,0,2,141312,send_recv,1,8
18,0.066,0.068,0.067,0.067,0.0008164965809277268,0,2,149504,send_recv,1,8
19,0.043000000000000003,0.069,0.060000000000000005,0.068,0.012027745701779145,0,2,157696,send_recv,1,8
20,0.067,0.068,0.06733333333333334,0.067,0.00047140452079103207,0,2,165888,send_recv,1,8
21,0.067,0.067,0.067,0.067,0.0,0,2,174080,send_recv,1,8
22,0.045,0.068,0.06,0.067,0.01061445555206044,0,2,182272,send_recv,1,8
23,0.047,0.067,0.054,0.048,0.009201449161228175,0,2,190464,send_recv,1,8
24,0.059000000000000004,0.066,0.06166666666666667,0.06,0.003091206165165235,0,2,198656,send_recv,1,8
25,0.048,0.059000000000000004,0.05433333333333334,0.056,0.004642796092394707,0,2,206848,send_recv,1,8
26,0.058,0.064,0.06066666666666667,0.06,0.002494438257849294,0,2,215040,send_recv,1,8
27,0.054,0.06,0.056666666666666664,0.056,0.0024944382578492934,0,2,223232,send_recv,1,8
28,0.057,0.07,0.062,0.059000000000000004,0.005715476066494084,0,2,231424,send_recv,1,8
29,0.058,0.06,0.059,0.059000000000000004,0.0008164965809277239,0,2,239616,send_recv,1,8
30,0.057,0.066,0.06033333333333333,0.058,0.004027681991198191,0,2,247808,send_recv,1,8
31,0.058,0.061,0.05933333333333333,0.059000000000000004,0.0012472191289246452,0,2,256000,send_recv,1,8
32,0.059000000000000004,0.067,0.06266666666666666,0.062,0.0032998316455372222,0,2,264192,send_recv,1,8
33,0.057,0.065,0.06133333333333333,0.062,0.003299831645537222,0,2,272384,send_recv,1,8
34,0.061,0.066,0.06266666666666666,0.061,0.0023570226039551605,0,2,280576,send_recv,1,8
35,0.063,0.067,0.06566666666666666,0.067,0.0018856180831641283,0,2,288768,send_recv,1,8
36,0.06,0.061,0.06066666666666667,0.061,0.00047140452079103207,0,2,296960,send_recv,1,8
37,0.067,0.07100000000000001,0.06833333333333334,0.067,0.0018856180831641283,0,2,305152,send_recv,1,8
38,0.066,0.07100000000000001,0.06833333333333334,0.068,0.0020548046676563273,0,2,313344,send_recv,1,8
39,0.066,0.07,0.06766666666666667,0.067,0.0016996731711975965,0,2,321536,send_recv,1,8
40,0.075,0.08,0.07766666666666666,0.078,0.0020548046676563273,0,2,329728,send_recv,1,8
41,0.068,0.08,0.07366666666666667,0.073,0.004921607686744466,0,2,337920,send_recv,1,8
42,0.065,0.07100000000000001,0.069,0.07100000000000001,0.0028284271247461927,0,2,346112,send_recv,1,8
43,0.07100000000000001,0.074,0.07266666666666667,0.073,0.0012472191289246422,0,2,354304,send_recv,1,8
44,0.07,0.081,0.07400000000000001,0.07100000000000001,0.004966554808583778,0,2,362496,send_recv,1,8
