,time_stats.all_reduce.min,time_stats.all_reduce.max,time_stats.all_reduce.mean,time_stats.all_reduce.median,time_stats.all_reduce.std,rank,num_workers,size,collective,devices_per_node,max_devices_per_node
0,0.028,0.028,0.028,0.028,0.0,0,2,2048,all_reduce,2,4
1,0.028,0.033,0.029666666666666664,0.028,0.002357022603955159,0,2,10240,all_reduce,2,4
2,0.007,0.007,0.007,0.007,0.0,0,2,18432,all_reduce,2,4
3,0.007,0.007,0.007,0.007,0.0,0,2,26624,all_reduce,2,4
4,0.028,0.029,0.028333333333333335,0.028,0.00047140452079103207,0,2,34816,all_reduce,2,4
5,0.007,0.007,0.007,0.007,0.0,0,2,43008,all_reduce,2,4
6,0.007,0.007,0.007,0.007,0.0,0,2,51200,all_reduce,2,4
7,0.007,0.007,0.007,0.007,0.0,0,2,59392,all_reduce,2,4
8,0.007,0.029,0.021666666666666667,0.029,0.010370899457402698,0,2,67584,all_reduce,2,4
9,0.021,0.031,0.027,0.029,0.004320493798938573,0,2,75776,all_reduce,2,4
10,0.012,0.018000000000000002,0.015666666666666666,0.017,0.0026246692913372708,0,2,83968,all_reduce,2,4
11,0.007,0.008,0.007333333333333333,0.007,0.0004714045207910317,0,2,92160,all_reduce,2,4
12,0.007,0.029,0.014333333333333335,0.007,0.010370899457402697,0,2,100352,all_reduce,2,4
13,0.007,0.007,0.007,0.007,0.0,0,2,108544,all_reduce,2,4
14,0.007,0.013000000000000001,0.010666666666666666,0.012,0.0026246692913372703,0,2,116736,all_reduce,2,4
15,0.026000000000000002,0.029,0.028,0.029,0.0014142135623730948,0,2,124928,all_reduce,2,4
16,0.007,0.03,0.018333333333333333,0.018000000000000002,0.009392668535736913,0,2,133120,all_reduce,2,4
17,0.03,0.031,0.030333333333333334,0.03,0.00047140452079103207,0,2,141312,all_reduce,2,4
18,0.008,0.026000000000000002,0.014,0.008,0.008485281374238571,0,2,149504,all_reduce,2,4
19,0.008,0.01,0.008666666666666668,0.008,0.0009428090415820634,0,2,157696,all_reduce,2,4
20,0.008,0.008,0.008,0.008,0.0,0,2,165888,all_reduce,2,4
21,0.008,0.008,0.008,0.008,0.0,0,2,174080,all_reduce,2,4
22,0.008,0.029,0.020333333333333335,0.024,0.008956685895029603,0,2,182272,all_reduce,2,4
23,0.008,0.008,0.008,0.008,0.0,0,2,190464,all_reduce,2,4
24,0.008,0.03,0.02266666666666667,0.03,0.010370899457402697,0,2,198656,all_reduce,2,4
25,0.018000000000000002,0.031,0.02666666666666667,0.031,0.006128258770283411,0,2,206848,all_reduce,2,4
26,0.009000000000000001,0.031,0.023333333333333334,0.03,0.010143416036468626,0,2,215040,all_reduce,2,4
27,0.008,0.01,0.008666666666666668,0.008,0.0009428090415820634,0,2,223232,all_reduce,2,4
28,0.008,0.008,0.008,0.008,0.0,0,2,231424,all_reduce,2,4
29,0.03,0.031,0.030333333333333334,0.03,0.00047140452079103207,0,2,239616,all_reduce,2,4
30,0.008,0.024,0.018,0.022,0.007118052168020874,0,2,247808,all_reduce,2,4
31,0.016,0.031,0.022000000000000002,0.019,0.00648074069840786,0,2,256000,all_reduce,2,4
32,0.03,0.031,0.030666666666666665,0.031,0.00047140452079103207,0,2,264192,all_reduce,2,4
33,0.01,0.013000000000000001,0.011000000000000001,0.01,0.0014142135623730955,0,2,272384,all_reduce,2,4
34,0.03,0.03,0.03,0.03,0.0,0,2,280576,all_reduce,2,4
